country,destination,durations,points of interest,budgets,details
Canada,"Halifax, Peggy’s Cove, Cape Breton Island",6,7,2300,"The trip begins on Day 1 with arrival in Halifax, where travelers check into the Halifax Marriott Harbourfront and explore the waterfront. On Day 2, after breakfast, guests take a day trip to Peggy’s Cove to see the iconic lighthouse and visit Lunenburg’s historic sites, returning to the same hotel for the night. Day 3 involves a 3-hour drive to Cape Breton Island, with accommodations at the Keltic Lodge in Ingonish.Day 4 features the stunning Cabot Trail scenic drive through Cape Breton Highlands National Park, followed by another night at the Keltic Lodge. On Day 5, travelers visit Baddeck and the Alexander Graham Bell Museum, enjoying a final evening at the lodge. The journey concludes on Day 6 with a return drive to Halifax, breakfast, and a flight home."
Canada,"Montreal, Quebec City",5,6,2400,"The journey begins on Day 1 with arrival in Montreal, where travelers check into Hotel Nelligan and explore Old Montreal. Day 2 includes a city tour featuring the Notre-Dame Basilica, Mount Royal Park, and Jean-Talon Market, with another night at Hotel Nelligan. On Day 3, after breakfast, guests take a scenic three-hour train ride to Quebec City, check into the Fairmont Le Château Frontenac, and explore Old Quebec. Day 4 is dedicated to Quebec City, with visits to Dufferin Terrace, Montmorency Falls, and the Plains of Abraham, followed by another night at the Fairmont. The trip concludes on Day 5 with a return flight home from Montreal after breakfast."
Canada,"Toronto, Montreal, Quebec City",8,12,3900,"The journey begins on Day 1 with arrival in Toronto and a stay at The Fairmont Royal York. On Day 2, travelers enjoy a city tour visiting the CN Tower, Royal Ontario Museum, and Ripley’s Aquarium. Day 3 features a five-hour train ride to Montreal, where guests explore Old Montreal, Mount Royal, and the Notre-Dame Basilica before checking into Fairmont The Queen Elizabeth. Day 4 is dedicated to Montreal’s highlights, including Jean-Talon Market, Saint Joseph’s Oratory, and the Montreal Museum of Fine Arts.On Day 5, travelers take a three-hour train ride to Quebec City, visiting Old Quebec, Château Frontenac, and Terrasse Dufferin, with accommodations at Fairmont Le Château Frontenac. Day 6 includes a Quebec City tour of Montmorency Falls, the Plains of Abraham, and the Citadel. Day 7 involves a flight back to Toronto for a final night at The Fairmont Royal York. The trip concludes on Day 8 with breakfast and a return flight home."
Canada,"Toronto, Niagara Falls",3,5,1500,"The trip begins on Day 1 with arrival in Toronto, where travelers check into the Fairmont Royal York and explore downtown Toronto. On Day 2, guests take a 1.5-hour journey to Niagara Falls to experience the Maid of the Mist, Journey Behind the Falls, and visit Niagara-on-the-Lake, returning to the Fairmont Royal York for the night. The final day, Day 3, features visits to Toronto landmarks including the CN Tower, Distillery District, and St. Lawrence Market, before concluding with a return flight home."
Canada,"Vancouver, Kamloops, Banff, Salmon Arm",5,5,1455,"The Canadian Rocky Mountains are breathtaking year-round, but winter transforms them into a magical wonderland of snow-capped peaks, frozen lakes, and dense snowy landscapes, making it an ideal setting for winter adventures. This 5-day tour offers a perfect blend of scenic exploration and free time, including two nights in the heart of the Rockies, Banff. The journey begins on Day 1 with an early departure from Vancouver, traveling through picturesque landscapes like the Coquihalla Highway and Bridal Falls, a stop in Kamloops for lunch, and wine tasting at a local winery. Guests check into a riverside accommodation and enjoy a group dinner followed by a First Nations Cultural Talk with stories and legends shared around a campfire. Day 2 includes breakfast and a drive through Mount Revelstoke and Glacier National Parks, visits to Roger’s Pass and Emerald Lake, and optional ice skating at Lake Louise before arriving in Banff for a driving tour and free time to explore Banff Avenue. Day 3 offers opportunities for activities such as a scenic sleigh ride, the Banff Gondola, snowshoeing, ice walking, or skiing at Lake Louise, or a free day to enjoy Banff’s charm. Day 4 features a scenic drive along Bow Valley Parkway, another visit to Roger’s Pass, a stop at Craigellachie, and an overnight stay at a boutique hotel on Shuswap Lake with time to enjoy the boardwalk or hotel amenities. The final day, Day 5, includes breakfast, a visit to the BC Wildlife Park, sightseeing stops, and a return to Vancouver by early evening, completing a memorable winter escape."
Canada,"Vancouver, Whistler",5,6,2500,"The 5-day journey begins with an arrival in Vancouver, where guests check into the luxurious Fairmont Waterfront and unwind. Day 2 features a city tour exploring iconic spots such as Stanley Park, Granville Island, and Gastown. On Day 3, the adventure continues with a scenic drive along the Sea-to-Sky Highway to Whistler, with stops at Shannon Falls and Brandywine Falls, followed by a stay at the Fairmont Chateau Whistler. Day 4 offers a full day of adventure in Whistler, with activities like riding the Peak 2 Peak Gondola, hiking, or zip-lining. The trip concludes on Day 5 with breakfast and a return flight home from Vancouver."
Mexico,"Cabo San Lucas, La Paz, Todos Santos",6,8,2700,"On Day 1, arrive in Cabo San Lucas and check into the Solmar Resort, then spend some time exploring the lively Marina. On Day 2, start with breakfast at the hotel, followed by a boat tour to the iconic El Arco and snorkeling at Lovers Beach. Day 3 involves a day trip to La Paz, about a two-hour drive away, where you can experience the thrill of swimming with whale sharks and relaxing on the pristine Playa Balandra. On Day 4, travel an hour to Todos Santos to visit art galleries and historic sites before an overnight stay at the Guaycura Boutique Hotel. Spend Day 5 at leisure back in Cabo San Lucas, relaxing on the beach or enjoying an optional boat tour, and stay the night at the Solmar Resort. Conclude your trip on Day 6 with a final breakfast before your return flight home."
Mexico,"Cancun, Chichen Itza, Merida, Playa del Carmen",11,7,2246,"The 11-day Yucatán Experience is a perfect blend of adventure, culture, and relaxation. Starting in Cancún, you’ll enjoy white sandy beaches, a vibrant welcome dinner, and an island escape to Isla Holbox with its tranquil sea hammocks and marine life. Discover stunning locations on a three-island boat trip, including Bird Island, a cenote, and Passion Island, home to pink flamingos. Immerse yourself in history with a guided tour of the ancient Mayan site of Chichen Itza and a refreshing dip in a cenote. Cycle through three breathtaking cenotes near Mérida, indulge in tequila and mescal tasting, and dance the night away. In Bacalar, marvel at the vibrant 7 Colour Lagoon and soak up its magical hues. Explore Tulum’s ancient ruins set against turquoise seas, relax on its pristine beaches, and cap off your trip with shopping or sunbathing in Playa del Carmen. With farewell celebrations and assistance for onward travel, this unforgettable adventure promises fun, cultural immersion, and picturesque memories."
Mexico,"Cancun, Playa del Carmen, Tulum",6,9,2800,"Arriving in Cancun, you’ll check in at The Ritz-Carlton Cancun, where you’ll enjoy a relaxing stay. The next day, explore the famous Chichen Itza, Tulum Ruins, and Xcaret Park before returning to your hotel. On Day 3, travel to Playa del Carmen, where you’ll explore Fifth Avenue and visit cenotes before staying at the Grand Hyatt Playa del Carmen Resort. The following day, drive to Tulum, visit the Tulum Ruins and its beaches, and stay at Coqui Coqui Tulum. Day 5 offers snorkeling in cenotes and a visit to the Sian Ka’an Biosphere. Finally, on Day 6, you’ll return to Cancun for your flight back."
Mexico,"Cancún, Tulum, Cozumel, Playa del Carmen",7,10,2700,"On Day 1, arrive in Cancún and check into the Cancún Resort or a similar hotel, where you can unwind and settle in. On Day 2, start the morning with a hotel breakfast before driving 1.5 hours to Tulum for a tour of the ancient ruins and some snorkeling at Akumal Beach. Return to the Tulum Beach Hotel for an overnight stay. Day 3 is dedicated to a full-day excursion to Chichen Itza and the refreshing Cenote Ik-Kil before spending another night at the Tulum Beach Hotel. On Day 4, take a ferry to Cozumel for a day of snorkeling and exploring Punta Sur Eco Park, and enjoy a comfortable stay at a Cozumel resort. Day 5 brings a leisurely day in Playa del Carmen, with time to relax on the beach and shop along the famous 5th Avenue, followed by an overnight stay at a local hotel. Day 6 offers a full experience at Xcaret Eco Park, where you can enjoy the natural attractions and Mayan cultural performances before returning to your Playa del Carmen hotel. On Day 7, savor a final breakfast before your return flight home from Cancún."
Mexico,"Cancún, Tulum, Playa del Carmen, Chichen Itza",6,8,2100,"On Day 1, travelers arrive in Cancún, flying in from their home city. After checking into the Cancún Beach Resort or a similar hotel, they can unwind and relax on the beach. Day 2 begins with breakfast at the hotel, followed by a day trip to the iconic Mayan ruins of Chichen Itza and a visit to the nearby Cenote Ik-Kil, before returning to the same accommodation.On Day 3, guests travel 1.5 hours to Tulum to explore the Tulum ruins, snorkel, and enjoy the serene beauty of Tulum Beach, ending the day at a Tulum Beach Resort or similar hotel. Day 4 features a visit to Playa del Carmen to explore the vibrant town and swim in nearby cenotes, with an overnight stay at accommodation in Playa del Carmen.Day 5 is a free day for travelers to relax on Cancún’s beaches or opt for an excursion to Isla Mujeres. The night is spent at the Cancún Beach Resort or similar accommodation. The trip concludes on Day 6 with breakfast at the hotel and a return flight home from Cancún."
Mexico,"Chihuahua, Divisadero, Los Mochis",5,6,2200,"On Day 1, arrive in Chihuahua and check into the Quality Inn Chihuahua San Francisco, where you can unwind after your journey. Day 2 begins with breakfast at the hotel, followed by a tour of Chihuahua’s key sights, including the historic Chihuahua Cathedral and the Pancho Villa Museum. On Day 3, board the El Chepe train for a scenic six-hour journey to Divisadero, offering breathtaking views of Copper Canyon along the way. Once there, explore various canyon viewpoints and enjoy cliffside hikes before an overnight stay at Hotel Divisadero Barrancas. Day 4 is filled with adventure at Copper Canyon’s Adventure Park, where you can experience thrilling zip-lines and hiking trails. Conclude the trip on Day 5 with a final breakfast before taking the El Chepe train to Los Mochis, where you’ll catch your return flight home."
Mexico,"Merida, Chichen Itza, Cenotes, Tulum, Isla Holbox",7,9,3200,"Arriving in Merida, you’ll check in at Hotel Casa de los Montes Molina. On Day 2, enjoy a tour of the city, visiting Plaza Principal, Merida Cathedral, and Paseo de Montejo. The next day, drive to Chichen Itza to explore the ancient ruins and Cenote Sagrado, and stay at The Lodge at Chichen Itza. On Day 4, swim in the nearby cenotes (Ik Kil and Cenote Xkeken) before heading to Tulum, where you’ll stay at La Zebra Colibri Boutique Hotel. Day 5 includes a visit to the Tulum Ruins, Tulum Beach, and snorkeling in cenotes. On Day 6, travel to Isla Holbox by ferry, where you can explore the island, swim with whale sharks (seasonal), and relax on the beach at Villas HM Palapas del Mar. On Day 7, return to Merida and catch your flight home."
Mexico,"Mexico City, Acapulco, Puerto Vallarta",8,11,3100,"Arriving in Mexico City, you’ll check in at Hotel Maria Isabel. On Day 2, enjoy a city tour, visiting the Zócalo, Templo Mayor, Chapultepec Castle, and Frida Kahlo Museum. The next day, fly to Acapulco and visit the Cliff Divers, explore Acapulco Bay, and enjoy the beaches, staying at The Fairmont Acapulco Princess. On Day 4, visit the Fort of San Diego and the Acapulco Botanical Gardens. On Day 5, fly to Puerto Vallarta and explore Malecon, Los Arcos, and Vallarta Botanical Gardens, staying at Casa Velas Resort. Day 6 includes a day trip to Marietas Islands for snorkeling. On Day 7, visit Sayulita Beach and explore local art galleries. On Day 8, enjoy breakfast at the hotel before returning to your home city."
Mexico,"Mexico City, Oaxaca, Santa Maria Huatulco",8,4,2435,"Get an authentic taste of Mexico on a journey through some of the country’s most famous culinary regions. Meander through Oaxaca’s aromatic markets with a local chef, take to the streets of Puebla to sample some the city’s local specialties and tuck into tacos in Mexico City. Your local leader will help you dig into the culture and history of Mexico with walking tours, visits to ancient ruins and local markets. If you’re after cultural richness, authentic experiences and flavoursome food, this is the adventure for you. The cuisine of Mexico includes a lot of meat and seafood. For vegetarians and vegans, we recommend reviewing the itinerary and inclusions to ensure that you will be able to fully participate and enjoy this trip. We offer many other trips to Mexico which can accommodate a range of dietary requirements. Mexico's climate is hot and humid. Wear loose clothing and make sure you stay hydrated, especially while out on walking tours. You can expect to walk a lot on this trip and the terrain is often steep. Make sure to pack a jacket for the higher altitude cities like Mexico City and Puebla. Mexico is a big country and you will be covering a fair amount of ground on this trip, so be prepared for some long drives. Please read the itinerary carefully for travel time estimates. Day 1 Bienvenidos! Welcome to Mexico City. Your adventure begins with a welcome meeting at 6 pm tonight, where you'll meet your leader and fellow travellers. After, head out for a taco crawl around town so you can sample different versions of Mexico’s most popular global dish. You may like to accompany your tacos with a refreshing local beer or horchata, a milky cinnamon rice drink. Day 2 With your leader, you’ll visit a Mexico City institution – a two-storey bakery brimming with cakes, breads and biscuits, followed by a walking tour of the Centro Historico. Take in the beautiful Bellas Artes Palace, travel down the Paseo de la Reforma thoroughfare and see the enormous Zocalo square. Along the way you'll call into Mercado San Juan, the city’s main food market, then roam the surrounding streets and watch local vendors at work. Pull up a chair at one of the best seafood stands in the city for a late lunch. Enjoy the rest of the day at leisure. Maybe relax in Chapultepec Park, take in some of the city's notable museums or check out the home of artists Frida Kahlo and Diego Rivera. Day 3 Take a private vehicle to Puebla this morning, stopping in San Pedro Tlahuac along the way, where Nahuatl descendants preserve pre-Columbian traditions. This is one of the last remaining places in Mexico that still has the canals and chinampa farms – man-made agricultural islands – from the times of the Aztec city of Tenochtitlan. Start your visit in a family kitchen where tortillas are freshly cooked and taken to the local market to sell. Be sure to sample the tortillas before boarding a trajinera (a flat-bottomed boat) for the 30-minute journey to the chinampas. Tour the chinampas with a Nahuatl farmer, who will show you their crops, explain how they make a chinampa and their tips for a successful harvest. Fill a basket with vegetables, which you’ll turn into a salad for lunch. A fresh spread will accompany your salad – tortillas stuffed with pork or vegetables and hibiscus tea. Arrive in Puebla in the afternoon – a city known for its long culinary history – and spend the rest of the day as you wish. Perhaps you’ll check out Zocalo, the central plaza, or pop down Alley of the Frogs, a colourful street perfect for souvenir shopping. Day 4 Venture out on a culinary city tour with a stop in a famous local market for lunch. Puebla is renowned for dishes that combine Spanish and pre-hispanic influences, such as chiles en nogada (stuffed chillies covered in creamy walnut sauce). Start with some Pueblan street food like tacos Arabes (a style of taco created by Puebla’s Middle Eastern immigrants) or chalupas (fried tortillas with a spicy filling). Then, make a beeline for Calle de los Dulces (Sweet Street) to sample tortitas de Santa Clara (shortbread biscuits) and camotes (sweet potato lollies). Save space for a cinnamon-dusted churro or two! Once you’re full and satisfied, perhaps check out Talavera pottery or chill out in a cantina. Day 5 Travel by bus to Oaxaca – a beautiful city nicknamed the ‘land of the seven moles’, hinting at its varieties of the thick sauce. When you arrive, head straight for the bustling Mercado 20 de Noviembre for a late lunch. Among the many great choices, tlayudas (Oaxacan pizza) is a staple you shouldn’t miss. Next, visit Mercado Benito Juarez – a bountiful market taking up a full city block and brimming with produce like mole spices, pastes and towers of Oaxacan cheese. With free time for the remainder of the day, you can continue to roam the markets, people watch in the zocalo or take a gentle stroll around Oaxaca’s streets. Day 6 Today, visit a market with a local chef and learn about Oaxaca’s cuisine from an expert. Take the ingredients you’ve picked up and, during a special cooking class, learn how to transform them into traditional Oaxacan dishes, which you’ll then enjoy for lunch. And you can take these recipes home as a souvenir – the gift that keeps on giving! After, explore Oaxaca’s artsy neighbourhood, Jalatlaco, with your leader. Bright murals and coffee shops adorn its streets so sit down with a hot cup of caffeine from a cafe that’s been open for 140 years and take in your colourful surroundings. Day 7 Today, visit a market with a local chef and learn about Oaxaca’s cuisine from an expert. Take the ingredients you’ve picked up and, during a special cooking class, learn how to transform them into traditional Oaxacan dishes, which you’ll then enjoy for lunch. And you can take these recipes home as a souvenir – the gift that keeps on giving! After, explore Oaxaca’s artsy neighbourhood, Jalatlaco, with your leader. Bright murals and coffee shops adorn its streets so sit down with a hot cup of caffeine from a cafe that’s been open for 140 years and take in your colourful surroundings. Day 8 Your adventure ends after breakfast. Additional accommodation can be pre-booked if you wish to spend more time exploring Mexico. Just speak to your booking agent ahead of time."
Mexico,"Mexico City, Puebla",4,5,1500,"On Day 1, arrive in Mexico City and check into the Hilton Mexico City Reforma before spending the rest of the day exploring the vibrant local neighborhoods. Begin Day 2 with breakfast at the hotel, followed by visits to some of Mexico City’s most iconic sites, including the Zocalo, the Palacio de Bellas Artes, and the Frida Kahlo Museum. On Day 3, take a day trip to Puebla, either by car or guided tour, with stops at Puebla’s Historic Center, traditional Talavera pottery workshops, and the impressive Cholula Pyramid before returning to Mexico City for the night. Conclude your trip on Day 4 with a final hotel breakfast before your return flight home."
Mexico,"Mexico City, Teotihuacan",4,5,1500,"On Day 1, arrive in Mexico City and check into the Hilton Mexico City Reforma, where you can relax and settle in. Day 2 begins with a hotel breakfast, followed by a tour of Mexico City’s historic landmarks, including the Zocalo, the Metropolitan Cathedral, and the National Palace. Return to the Hilton for the night. On Day 3, enjoy breakfast before setting out for a day trip to the ancient Teotihuacan pyramids, exploring the impressive Pyramid of the Sun. After a final night at the Hilton, conclude your trip on Day 4 with breakfast before your return flight home from Mexico City."
Mexico,"Oaxaca City, Monte Albán, Mitla",5,6,1800,"On Day 1, arrive in Oaxaca City and check into the Quinta Real Oaxaca, where you can relax and settle in. Day 2 starts with breakfast at the hotel, followed by a day of exploring Oaxaca City’s highlights, including the Zocalo, the historic Santo Domingo Church, and the bustling local markets. After a restful night, enjoy breakfast on Day 3 before embarking on a day trip to the ancient ruins of Monte Albán, one of Mexico’s most significant archaeological sites. On Day 4, visit the fascinating Mitla ruins and the natural beauty of the Hierve el Agua petrified waterfalls before returning to Quinta Real Oaxaca for the night. Conclude the trip on Day 5 with a final breakfast at the hotel before your return flight home from Oaxaca City."
Mexico,"Punta Mita, Sayulita",5,6,2200,"On Day 1, arrive in Puerto Vallarta and transfer to the Four Seasons Punta Mita, where you can unwind and relax on the beach. Day 2 begins with breakfast at the hotel, followed by a leisurely day on the beach with options for water sports and a spa experience. On Day 3, take a short, 30-minute trip to the charming town of Sayulita, where you can enjoy surfing, browsing local markets, and exploring quaint cafes before returning to Punta Mita. Day 4 offers an exciting boat tour to the Marietas Islands, where you can snorkel at the famous Hidden Beach. Conclude the trip on Day 5 with a final breakfast at the hotel before your return flight home from Puerto Vallarta."
USA,"Anchorage, Talkeetna, Denali National Park",8,4,3374,"This eight-day Alaskan adventure offers travelers the opportunity to explore the state’s stunning and remote landscapes at an active pace, visiting highlights such as Harding Icefield, Kenai Fjords, Denali National Park, and Talkeetna. On Day 1, arrive and meet your group. Day 2 takes you south along the Seward Highway, offering views of cliffs, ocean, and the Chugach National Forest, before hiking to view Exit Glacier on the Harding Icefield Trail. Day 3 is a free day in Seward for optional activities like a scenic boat cruise through the Kenai fjords, hiking, or visiting the Alaska SeaLife Center. On Day 4, head north to Talkeetna, visiting the Iditarod Trail Sled Dog Museum and exploring the area by scenic flight, raft, or jet boat. Day 5 brings you to Denali National Park for a dog sledding demonstration and hiking opportunities, with time to explore the park’s unique landscapes. On Day 6, enjoy a full day in Denali, taking in the park’s flora, fauna, and mountainous terrain while keeping an eye out for wildlife. Day 7 is your farewell to Denali, followed by travel back to Anchorage, where you can join the group for a farewell dinner. Finally, Day 8 marks your departure."
USA,"Arches, Canyonlands, Capitol Reef, Bryce Canyon, Zion",8,10,3500,"This eight-day journey through Utah’s national parks begins with your arrival in Salt Lake City on Day 1, followed by check-in at Little America Hotel. On Day 2, you’ll drive to Arches National Park to explore Delicate Arch, Devil’s Garden, and Double Arch, before staying overnight at Moab Hotel. Day 3 is spent visiting Canyonlands National Park, where you’ll see Mesa Arch, Island in the Sky, and Green River Overlook. On Day 4, travel to Capitol Reef National Park, exploring the Waterpocket Fold and Hickman Bridge, staying at Capitol Reef Resort. Day 5 takes you to Bryce Canyon National Park for views from Sunset Point, the Navajo Loop Trail, and Bryce Amphitheater, with an overnight at Best Western Plus. On Day 6, you’ll visit Zion National Park to hike Angels Landing and explore The Narrows, staying at Zion Lodge. Day 7 is spent driving back to Salt Lake City, where you’ll spend the night at Little America Hotel. On Day 8, depart for your return flight home."
USA,"Aspen, Colorado",4,5,3200,"This four-day trip to Aspen begins on Day 1 with your arrival and check-in at The Little Nell, followed by time to explore downtown Aspen. Day 2 is dedicated to a full day of skiing or snowboarding at Aspen Snowmass. On Day 3, enjoy a snowshoeing adventure at Maroon Bells and explore Aspen’s shops. On Day 4, after a hotel breakfast, you’ll depart for your return flight home."
USA,"Austin, Fredericksburg, San Antonio",5,6,2300,"This five-day trip begins on Day 1 with your arrival in Austin, where you’ll check in at the Austin Marriott Downtown and explore local music venues. Day 2 includes a city tour, visiting the Texas State Capitol, South Congress Avenue, and Barton Springs. On Day 3, head to Texas Hill Country for wine tasting at local wineries and a visit to Fredericksburg, where you’ll explore its German heritage, staying at the Fredericksburg Inn & Suites. Day 4 takes you to San Antonio, where you’ll visit the Alamo, River Walk, and Market Square, staying at the Hotel Contessa. On Day 5, enjoy a final hotel breakfast before your return flight home from San Antonio."
USA,"Boston, White Mountains, Portland",7,8,2700,"This seven-day trip begins on Day 1 with your arrival in Boston, where you’ll check in at The Bostonian Boston and have time to explore the city. Day 2 includes a city tour visiting the Freedom Trail, Quincy Market, and Boston Common. On Day 3, you’ll drive to the White Mountains in New Hampshire, taking a scenic drive along the Kancamagus Highway before checking into the Omni Mount Washington Resort. Day 4 features hiking Franconia Notch and visiting Mount Washington. On Day 5, drive to Portland, Maine, to explore Old Port and Portland Head Light, staying at The Press Hotel. Day 6 is a free day to leisurely explore Portland, with the option to take a harbor cruise. On Day 7, enjoy a final hotel breakfast before returning home from Boston."
USA,"Denver, Rocky Mountain National Park",5,5,2100,"This five-day adventure begins with your arrival in Denver on Day 1, where you’ll check in at the Hyatt Regency Denver and relax. On Day 2, after a hotel breakfast, you’ll explore the Denver Art Museum, Red Rocks Amphitheater, and Union Station. Day 3 takes you to Rocky Mountain National Park for hiking and wildlife spotting, with an overnight stay at the Stanley Hotel. On Day 4, enjoy a scenic drive along Trail Ridge Road and visit Bear Lake before returning to the Stanley Hotel for the night. On Day 5, after a final breakfast, you’ll head to the airport for your return flight home from Denver."
USA,"Disney World, Universal Studios",6,7,3600,"This six-day adventure begins with your arrival in Orlando on Day 1, where you’ll check in at Disney’s Pop Century Resort and relax. Day 2 is a full day at Magic Kingdom Park, followed by another night at the same resort. On Day 3, after breakfast, you’ll spend a full day at Epcot Center, exploring both the World Showcase and Future World. Day 4 sees a switch to Loews Royal Pacific Resort as you explore Universal Studios theme park, followed by a visit to Universal’s Islands of Adventure on Day 5, including a stop at Harry Potter World. On Day 6, after breakfast, you’ll head to the airport for your return flight home from Orlando."
USA,"Glacier National Park, Montana",5,5,2000,"This five-day trip begins with your arrival in Kalispell, MT, on Day 1, where you’ll check in at Glacier Park Lodge and relax. On Day 2, after breakfast, enjoy a scenic drive along Going-to-the-Sun Road, with a stop at Logan Pass, before returning to Glacier Park Lodge. Day 3 includes a visit to Lake McDonald and a hike on the Avalanche Lake Trail, followed by another night at Glacier Park Lodge. On Day 4, you’ll head to the Many Glacier area for a wildlife safari. Finally, on Day 5, after breakfast, you’ll catch your return flight home from Kalispell."
USA,"Grand Canyon, Zion, Bryce Canyon, Yellowstone, Yosemite",10,18,5000,"This 10-day adventure starts with your arrival in Las Vegas on Day 1, where you’ll check in at The Venetian Resort. On Day 2, you’ll drive to the Grand Canyon (4.5 hours) to visit the South Rim and enjoy the scenic viewpoints, staying at Grand Canyon Village Lodge. Day 3 involves a drive to Zion National Park (3 hours) to explore Zion Canyon, Angels Landing Trail, and the Narrows, with a stay at Zion Lodge. On Day 4, you’ll drive to Bryce Canyon (1.5 hours) to visit Bryce Amphitheater, Sunset Point, and Bryce Canyon Lodge. Day 5 takes you to Yellowstone (5.5 hours) to see Old Faithful, Grand Prismatic Spring, and Yellowstone Lake, with an overnight at Old Faithful Inn. Day 6, spend the day at Yellowstone exploring the Grand Canyon of Yellowstone, Yellowstone River, and Mammoth Hot Springs. On Day 7, drive to Yosemite National Park (9 hours), staying at Yosemite Valley Lodge. Day 8 includes exploring Yosemite Falls, Half Dome, and El Capitan. Day 9 involves a drive to San Francisco (4 hours) to visit Fisherman’s Wharf, Golden Gate Bridge, and Alcatraz Island, staying at Hotel Nikko. Finally, on Day 10, you’ll depart from San Francisco and return home."
USA,"Grand Teton National Park, Yellowstone National Park",4,4,3063,"Embark on a guided tour through Yellowstone and Grand Teton National Parks, exploring the stunning Rocky Mountains with an expert naturalist guide. The adventure begins with an evening wildlife safari in Grand Teton, where you may spot bison, moose, eagles, and more, before heading to Yellowstone to witness landmarks like Oxbow Bend, Yellowstone Lake, and Lower Falls. Day 3 features a visit to the Buffalo Bill Cody Museum and a scenic drive through Chief Joseph Highway, with a potential evening safari in Lamar Valley to see wolves and grizzly bears. On Day 4, you’ll visit geyser basins like Mammoth Hot Springs and Fountain Paint Pots, explore Old Faithful, and end the tour back in Jackson Hole, Wyoming. The journey offers abundant opportunities for wildlife sightings, including grizzly bears, wolves, bison, and moose, making for an unforgettable exploration of the American wilderness."
