country,destination,durations,points of interest,budgets,details
USA,"New Orleans, Nashville, Memphis, Charleston",8,11,3800,"Arrive in New Orleans, check in at The Roosevelt New Orleans, and relax. On Day 2, after breakfast, visit the French Quarter, St. Louis Cathedral, and enjoy a steamboat cruise on the Mississippi River before returning to the hotel. On Day 3, after breakfast, fly to Nashville, where you visit the Country Music Hall of Fame, Grand Ole Opry, and the Parthenon, then stay at The Hermitage Hotel. Day 4 begins with breakfast, followed by a 3-hour drive to Memphis, where you explore Graceland, Sun Studio, and Beale Street, then stay at The Peabody Memphis. On Day 5, after breakfast, drive to Charleston, where you walk through the historic district, visit Waterfront Park, and explore Fort Sumter, then check in at The Mills House Wyndham Grand Hotel. On Day 6, visit Magnolia Plantation and Gardens, Boone Hall Plantation, and the Battery promenade, before returning to the hotel. On Day 7, after breakfast, fly back to New Orleans and stay at The Roosevelt New Orleans. Finally, on Day 8, have breakfast before your return flight home."
USA,"New York City, Niagara Falls",5,7,2100,"Arrive in New York City, check in at The Westin New York at Times Square, and relax. On Day 2, after breakfast, visit Central Park, the Statue of Liberty, Times Square, and the Empire State Building, then return to the hotel. On Day 3, after breakfast, take a 5-hour train ride to Niagara Falls, where you enjoy the Maid of the Mist boat tour and Niagara Falls State Park, before staying at Sheraton Niagara Falls. On Day 4, after breakfast, take the train back to NYC and visit the Metropolitan Museum of Art and the American Museum of Natural History, then return to The Westin New York at Times Square. On Day 5, enjoy breakfast before your return flight home."
USA,"New York City, Philadelphia, Washington D.C., Boston",7,10,2500,"On Day 1, travelers arrive in New York City, flying in from their home city and checking into the Times Square Hotel or an equivalent accommodation. Day 2 begins with a hotel breakfast, followed by visits to iconic NYC landmarks including Central Park, the Statue of Liberty, the Empire State Building, and Times Square, before returning to the same hotel.On Day 3, after breakfast, the itinerary features explorations of the Brooklyn Bridge, Brooklyn Museum, and MET Museum, with accommodations remaining at the Times Square Hotel. Day 4 includes a day trip to Philadelphia, starting with a 1.5-hour train ride. Travelers visit the Liberty Bell, Independence Hall, and Reading Terminal Market before returning to their NYC hotel.Day 5 involves a 3-hour train journey to Washington D.C., where travelers explore the National Mall, Lincoln Memorial, and White House. They stay overnight at a D.C. hotel or similar accommodation. On Day 6, guests embark on a 4-hour train ride to Boston for a day trip, visiting the Freedom Trail, Boston Harbor, and Quincy Market, before heading back to their NYC hotel. The trip concludes on Day 7, with breakfast at the hotel and a return flight home from New York City."
USA,"New York City, Washington D.C., Philadelphia, Niagara Falls",7,12,3500,"Fly to New York City, check in to Hotel Pennsylvania or equivalent. On Day 2, enjoy a hotel breakfast, visit Times Square, Central Park, the Empire State Building, and the Metropolitan Museum of Art, using the subway to get around, and return to Hotel Pennsylvania. On Day 3, after breakfast, visit the Statue of Liberty and Ellis Island before taking a 3.5-hour train ride to Washington D.C. and staying at The Darcy Hotel. On Day 4, after breakfast, explore the National Mall, Lincoln Memorial, Washington Monument, and U.S. Capitol, then return to The Darcy Hotel. On Day 5, have breakfast before traveling to Philadelphia (2 hours), where you’ll visit Independence Hall, the Liberty Bell, and the Philadelphia Museum of Art, then stay at the Philadelphia Marriott Downtown. On Day 6, after breakfast, fly to Buffalo, drive to Niagara Falls (30 minutes), take a boat ride on the Maid of the Mist, and stay at Sheraton on the Falls. On Day 7, have breakfast and enjoy free time at Niagara Falls, then drive back to Buffalo, fly back to New York City, and depart for home."
USA,"Phoenix, Sedona, Monument Valley",6,7,3000,"Arrive in Phoenix, check in, and relax at JW Marriott Phoenix Desert Ridge Resort. On Day 2, after a hotel breakfast, drive to Sedona (2 hours), visit the Red Rock Scenic Byway, Chapel of the Holy Cross, and hike Bell Rock, staying at Sedona Rouge Hotel & Spa. On Day 3, after breakfast, drive to Grand Canyon South Rim (2 hours), visit viewpoints along the South Rim, and optionally take a helicopter tour, then stay at Grand Canyon Lodge. On Day 4, after breakfast, drive to Monument Valley (3 hours) for a guided tour of Monument Valley Tribal Park, staying at The View Hotel. On Day 5, enjoy a scenic drive back to Phoenix and stay at JW Marriott Phoenix Desert Ridge Resort. On Day 6, have breakfast and return home from Phoenix."
USA,"Portland, Bar Harbor, Acadia National Park",5,6,1800,"Arrive in Portland, Maine, check in, and explore the Old Port district, staying at The Press Hotel, Portland. On Day 2, after a hotel breakfast, take a scenic drive along the Maine coast to Bar Harbor (3 hours), visit Portland Head Light, and stop in coastal towns like Camden and Rockland, then stay at Harborside Hotel, Spa & Marina. On Day 3, after breakfast, hike Cadillac Mountain, visit Jordan Pond, and explore Sand Beach, returning to Harborside Hotel, Spa & Marina. On Day 4, enjoy a whale-watching tour and explore Bar Harbor shops and the waterfront, staying at Harborside Hotel, Spa & Marina. On Day 5, have breakfast and return home from Portland."
USA,"Salt Lake City, Canyonlands National Park, Moab, Arches National Park, Capitol Reef National Park, Zion National Park",8,6,4178,"On Day 1, arrive in Salt Lake City and check in at Courtyard by Marriott Downtown Salt Lake City, where you can explore the area. On Day 2, embark on a 4-hour drive to Canyonlands National Park to explore the Island in the Sky district and hike to Mesa Arch and Grandview Point, before heading to Moab for the night at Homewood Suites. On Day 3, visit Arches National Park, exploring Delicate Arch, Landscape Arch, and Double Arch, then return to Moab for another night. Day 4 takes you to Capitol Reef National Park, where you’ll hike, see petroglyphs, and visit Sulfur Creek Overlook before staying at Capitol Reef Resort in Torrey. On Day 5, explore more of Capitol Reef before heading to Bryce Canyon National Park for a short hike to Mossy Cave, with an overnight stay at Bryce Canyon Grand. Day 6 starts with sunrise at Bryce Canyon, followed by a hike through the park’s Hoodoos and trails, before heading to Zion National Park for a Canyon Overlook hike and an overnight stay in Springdale. Day 7 involves hiking in Zion, such as Virgin River Narrows or Angels Landing, before driving back to Salt Lake City with stops for lunch, arriving by evening for one last night at Courtyard by Marriott. On Day 8, enjoy a morning exploring Salt Lake City before transferring to the airport for your return flight home."
USA,"San Francisco, Big Sur, Los Angeles",7,8,2500,"On Day 1, arrive in San Francisco, check in to Hotel Nikko or a similar establishment, and relax after your flight. On Day 2, enjoy a city tour of San Francisco, including visits to the Golden Gate Bridge, Alcatraz Island, and Fisherman’s Wharf, before returning to Hotel Nikko for the night. Day 3 features a scenic drive along the Pacific Coast Highway to Big Sur, with stops at the Monterey Bay Aquarium and Big Sur’s picturesque coastline, ending the day at Big Sur River Inn or a similar hotel. On Day 4, continue the coastal drive to Los Angeles, visiting the Santa Monica Pier and Venice Beach before staying at Loews Santa Monica Beach Hotel. Day 5 is dedicated to exploring Hollywood and Beverly Hills, with stops at the Hollywood Walk of Fame, TCL Chinese Theatre, and Rodeo Drive, followed by another night at Loews Santa Monica. Day 6 is a leisure day in Los Angeles, offering optional visits to Disneyland or Universal Studios, with accommodations at Loews Santa Monica. Finally, on Day 7, enjoy a hotel breakfast before departing Los Angeles on your return flight."
USA,"San Francisco, Yosemite National Park, Los Angeles, Santa Monica, San Diego",10,12,3800,"On Day 1, travelers arrive in San Francisco, flying in from their home city, and check into the Grand Hyatt San Francisco or an equivalent hotel to rest after their journey. Day 2 begins with a hotel breakfast, followed by a city tour that includes visits to the Golden Gate Bridge, Alcatraz Island, and Fisherman’s Wharf, before returning to the same accommodation. On Day 3, after breakfast at the hotel, the itinerary takes them on a day trip to Napa Valley for wine tasting and vineyard tours, concluding with a return to the San Francisco hotel.On Day 4, guests depart after breakfast for a scenic four-hour drive to Yosemite National Park, where they start exploring landmarks such as El Capitan, Half Dome, and Yosemite Falls before staying overnight at the Tenaya Lodge or a similar hotel. Day 5 offers a full day at Yosemite for hiking or photography in Yosemite Valley, followed by another night at Tenaya Lodge.On Day 6, travelers head to Los Angeles via the Pacific Coast Highway, a scenic six-hour drive, and check into the Loews Hollywood Hotel or similar accommodation. Day 7 focuses on Hollywood and Beverly Hills, with stops at the Hollywood Walk of Fame, TCL Chinese Theatre, and Beverly Hills, before returning to the same hotel. Day 8 highlights Santa Monica and Venice Beach, featuring visits to the Santa Monica Pier and the Venice Beach Boardwalk, with accommodations remaining at Loews Hollywood Hotel.On Day 9, guests take a two-hour drive to San Diego for a day trip, exploring Balboa Park, the San Diego Zoo, and the Gaslamp Quarter, before returning to Los Angeles for the night. The trip concludes on Day 10 with a hotel breakfast and a return flight home from Los Angeles."
USA,"Savannah, Charleston",5,6,2200,"On Day 1, depart for Savannah and check in at The Bohemian Hotel Savannah Riverfront, where you can explore River Street. On Day 2, after breakfast, visit Forsyth Park, the Historic District, and Bonaventure Cemetery, before returning to the hotel for the night. On Day 3, drive to Charleston (2 hours) and visit The Battery and Waterfront Park, with an overnight stay at The Spectator Hotel. Day 4 includes breakfast followed by a visit to Magnolia Plantation, Rainbow Row, and City Market, before returning to The Spectator Hotel for the night. On Day 5, enjoy breakfast before your return flight home from Charleston."
USA,"Waikiki, Maui, Pearl Harbor, Hawaii Volcanoes National Park",8,6,5375,"On Day 1, immerse yourself in the Aloha Spirit upon arrival in Honolulu, where you’ll receive a flower lei from your Travel Director. In the evening, enjoy a Welcome Reception to begin your Hawaii adventure. Day 2 brings a visit to Pearl Harbor National Memorial and the USS Arizona Memorial to honor the soldiers who lost their lives in the attack. Continue with a walking tour of downtown Honolulu, including Iolani Palace, the King Kamehameha I Statue, and the State Capitol Building. Later, relax at your Waikiki Beach hotel. On Day 3, fly to the Big Island, where you’ll explore Hawaii Volcanoes National Park and Punalu’u Beach, known for its black sand and sea turtles. Stay at Outrigger Kona Resort & Spa, enjoying its stunning views and pool. Day 4 offers outdoor adventures, from a scenic off-road trek to a waterfall in Kohala or a snorkeling trip to Kealakekua Bay, or even a Night Manta Experience to witness manta rays feeding. On Day 5, learn about manta rays and renewable energy at the Hawaii Ocean Science and Technology Park, then visit Kona Sea Salt and Kona Joe coffee plantation. In the evening, enjoy a traditional Hawaiian Luau with local food and tropical drinks. Day 6 takes you to Maui, where you’ll experience a farm-to-fork lunch at O’o Farms and then relax at your resort on Kaanapali Beach. On Day 7, enjoy Maui’s natural beauty, perhaps through activities like beach strolls, golf, or spa treatments. In the evening, savor a local dinner at Hyatt Regency Maui Resort and Spa. On Day 8, bid farewell to Hawaii and head to Kahului Airport or extend your stay in Maui."
USA,"Yellowstone National Park, Grand Teton National Park",6,10,2900,"On Day 1, depart from your home city to Jackson Hole, check in, and relax at Jackson Lake Lodge. On Day 2, enjoy breakfast at the hotel before exploring the stunning Jenny Lake, Jackson Lake, and the Teton peaks, and return to Jackson Lake Lodge for the night. Day 3 takes you to Yellowstone National Park’s South Loop, where you’ll visit Old Faithful, Grand Prismatic Spring, and the Fountain Paint Pots, before staying at Canyon Lodge and Cabins. On Day 4, explore the North Loop of Yellowstone, visiting Mammoth Hot Springs, Norris Geyser Basin, and Lamar Valley, then return to Canyon Lodge and Cabins for the evening. Day 5 offers a wildlife safari, including visits to Hayden Valley and Yellowstone Lake, and another night at Canyon Lodge and Cabins. On Day 6, enjoy breakfast at the hotel before flying home from Jackson Hole."
USA,"Yosemite National Park, San Francisco",6,4,1710,"Day 1 Welcome to Las Vegas, Nevada! This glitzy city might be known for its casinos, but there’s plenty more to discover in this neon metropolis. Your trip starts at 6 pm tonight with a welcome meeting. After, why not try to see some of the city?  Maybe wander past impersonators, billboards and hotels to the choreographed Bellagio Fountain show. Hit the shops, see a world-class stage show, check out the Las Vegas Sphere or simply enjoy the people watching as you stroll along the Strip. Day 2 Leave the bright lights of Vegas behind and drive into the eastern Sierra Nevada. Sandwiched between Central Valley and Death Valley, this is a scenic trip that’ll take you to the town of Bishop, where you’ll camp the night. In town, maybe go to Erick Schat’s European-style bakery for a delicious treat, or perhaps pay a visit to some nearby natural hot springs. Day 3 Prepare for some spectacular mountain scenery as you depart from Bishop and head west to Yosemite National Park. This morning, stop at the crystal-clear Mono Lake before continuing through the Tioga Pass (snow levels permitting) into the heart of the Sierra Nevada Mountains. Stop by Olmstead Point to marvel at Yosemite’s natural wonder, Half Dome, before arriving at one of the most famous parks in the USA. Yosemite's colossal granite cliffs, cascading seasonal waterfalls and redwood forests attract visitors from all over the world. You'll spend three nights near the park, meaning you have two full days to explore. Day 4 Head into the national park this morning, and join your leader for an easy, downhill hike at the Tuolumne Grove of Giant Sequoias. The grove is home to, no surprise, a couple dozen mature giant sequoia trees, including one that’s been carved into a tunnel you can walk right through. From there, continue to Yosemite Valley to check out some of the park’s iconic spots. You could see the thundering Yosemite Falls, take in both Half Dome and Merced River from Sentinel Bridge and a whole lot more. The rest of the day is then free for you to explore as you please. There are plenty of hikes available, each varying in steepness and difficulty. Maybe hike under the cooling breezes of Nevada Falls (4 to 5 hours) or to the serene Mirror Lake (45 minutes). Keep an eye out for squirrels and bears along the way! Day 5 Today, venture back into the national park and continue exploring with your leader. As a group, you’ll decide how you want to spend the day. Instead of hiking, you might like to hire a bike and explore Yosemite Valley on two wheels. You can also visit the park's museum, photo gallery, shops and restaurants, and in the heat of summer, a relaxing float down the Merced River is highly recommended. Otherwise, there’s no shortage of trails for you to explore, from the famous Mist Trail to the more challenging Four Mile Trail. Your leader will be able to provide recommendations if you need help narrowing down the options! Day 6 Leave Yosemite behind today and drive west to San Francisco. The 'City by the Bay' has a beautiful setting and a vibrant, multicultural heart. You might like to check out the vintage stores along funky Haight Street, or catch the tram down to the waterfront. The trip finishes around 3 pm on arrival into San Francisco, after a stop to check out the Golden Gate Bridge, and no accommodation is provided tonight. As there's a great deal to do in San Francisco, we recommend you stay a couple of extra days to make the most of the city. If you do wish to spend extra time in San Francisco, we'll be happy to help you book additional accommodation (subject to availability)."
USA,"Zion National Park, Antelope Canyon, Monument Valley, Grand Canyon National Park",7,6,2589,"This 7-day adventure from Las Vegas takes you through three National Parks and some of the best scenery in the West. Start by exploring Zion National Park, hiking through its impressive sandstone cliffs. On Day 3, visit Bryce Canyon and marvel at the unique hoodoos before catching a sunset and stargazing in this International Dark Sky Park. Day 4 brings a journey to Page, Arizona, where you’ll tour Antelope Canyon with a Navajo guide and hike to Horseshoe Bend, then head to Monument Valley to unwind. On Day 5, experience a sunrise Navajo guided jeep tour in Monument Valley before heading to the Grand Canyon, where you’ll catch a stunning sunset. Day 6 is spent hiking the Grand Canyon’s South Rim, with an optional helicopter tour offering an unforgettable aerial view. On Day 7, bid farewell to the Grand Canyon and head back to Las Vegas along the iconic Route 66."
USA,"Zion National Park, Arches National Park, Canyonlands National Park, Monument Valley",7,4,3116,"Embark on an unforgettable adventure, starting with an overnight stay in iconic Monument Valley, where you’ll experience the Wild West and explore the stunning landscapes of Zion, Bryce, Arches, and Canyonlands National Parks. Marvel at the world-famous Antelope Canyon, visit Horseshoe Bend, and gaze into the depths of the Grand Canyon before returning to Las Vegas. On Day 1, leave the bright lights of Las Vegas and head to Utah’s National Parks, exploring the Emerald Pools or hiking the Narrows. Stay at Bumbleberry’s Inn. Day 2 takes you to Bryce National Park, where you can hike among the hoodoos and admire the sandstone spires. Stay at Ruby’s Inn. Days 3 and 4 include exploring Arches National Park, hiking Delicate Arch, and discovering Canyonlands National Park, where you’ll experience stunning landscapes and learn about the history of Butch Cassidy and the Sundance Kid. Stay at Moab Valley Inn. On Day 5, head south to Monument Valley for a Navajo-guided jeep tour. Stay at Goulding’s Historic Lodge. On Day 6, explore Antelope Canyon and Horseshoe Bend, visit a Navajo trading post, and experience the Grand Canyon with options for a helicopter ride or hike into the canyon. Stay at Red Feather Lodge. Finally, on Day 7, drive along Route 66 back to Las Vegas, arriving around 4-5pm. The tour departs at 7am and returns at 4-5pm."
USA,"Zion National Park, Bryce National Park, 4 Arches and Canyonlands National Parks, Monument Valley, Antelope Canyon, Horseshoe Bend and the Grand Canyon, Las Vegas",7,9,2247,"On Day 1, leave the bright lights of Las Vegas and head to Utah’s finest National Park, where massive canyon walls and red sandstone cliffs rise toward a brilliant blue sky. Enjoy a walk through the Narrows, explore the pristine Emerald Pools, or hike deep into the Narrows before enjoying a BBQ back at camp. Day 2 brings a short drive to Bryce National Park at an elevation of 8,000 ft, where you’ll stroll along the rim and marvel at the unique hoodoos rising from the natural amphitheater. Hike down into the hoodoos for an up-close experience, followed by a soak in the hot tub and a campfire to end the day. Days 3-4 include a guided sunset hummer tour, optional canyoneering adventures, visits to Arches National Park for a hike to Delicate Arch, and walks in Canyonlands National Park to witness the stunning scenery where the Green River meets the Colorado. Learn about Butch Cassidy and the Sundance Kid and enjoy Utah’s adventure capital. On Day 5, head south through more of the Southwest’s spectacular scenery to Monument Valley, where you’ll take a 4X4 Navajo guided tour and camp along the rim, enjoying the starry sky and a sunrise. You can also opt for a traditional Navajo taco dinner. Day 6 offers an optional visit to the famous Antelope Canyon (fees apply), a scenic walk to Horseshoe Bend, and a visit to the Grand Canyon, one of the Seven Natural Wonders of the World. After a stop at a Navajo trading post, follow the Colorado River through the Painted Desert to the Grand Canyon, where you can opt for a helicopter ride, stroll along the rim at sunset, or hike into the canyon. End the day with a cookout with your new friends. On Day 7, travel along Route 66 back to Las Vegas, arriving around 4-5pm. The tour departs at 7am and returns at approximately 4-5pm."
USA,"Zion National Park, Monument Valley, Grand Canyon National Park",5,4,2574,"Deserts, canyons, lakes and valleys await on a five-day adventure through western USA’s most spectacular national parks. Hike through the diverse scenery of Zion National Park, marvel at sandstone spires in Bryce Canyon National Park, join a Navajo guide to learn about the history of Monument Valley and take in one of the natural wonders of the world at Grand Canyon National Park. Let an expert local guide share stories of the landscape and discover there’s more to each destination than what meets the eye. This is a fast-paced trip that covers a lot of ground in a short time. You'll be travelling in a private vehicle with your group. Extra space can be tight, and conditions may feel a little cramped. It’s all part of the adventure and a great way to get to know your fellow travellers. Please read the itinerary carefully for travel time estimates. The trip involves a lot of walking through Zion National Park and Bryce National park, so be prepared with hiking shoes, a water bottle and day pack. Lunches will be simple picnic style so perhaps bring some of your own snacks if you think you’ll get hungry between meals. We will be travelling to the desert, which means it is often very warm during the day but cold at night, so make sure you pack the appropriate clothing for all weather. Day 1 Welcome to Las Vegas! The real wild west is home to some of the USA’s most incredible scenery. Your adventure begins with a welcome meeting at 8 am. Then, you’ll hop aboard a private van. Get to know each other over a picnic lunch, then venture into the stunning landscapes of Zion National Park. Join your leader for a guided hike, then spend the night in Springdale – known as the gateway to the park. Day2 After breakfast this morning, it’s time to make tracks for Bryce Canyon National Park – make sure your camera is ready to go, as some of the views you’ll come across today are truly out of this world! Take a short drive in your private vehicle, then spend the morning hiking through the epic landscapes of the park. Walk along the canyon rim and marvel at hundreds of unique sandstone towers, known as hoodoos, that jut out from the natural amphitheatre. Relax while you enjoy a picnic lunch and take in your magnificent surroundings, then hike down into the canyon for a closer look at the fascinating hoodoos. Then, drive on to the town of Page, where you’ll spend the night. Day3 Journey south this morning, driving through more spectacular scenery before arriving at Lake Powell. This gorgeous reservoir is certainly a sight to behold from the shore but to really appreciate it, you’ve got to get on the water. Jump in a kayak and paddle across the water’s surface, weaving your way through remarkable rock formations while your leader regales you with stories of the lake’s history. Back on dry land, set out for a gentle walk along Horseshoe Bend, taking in beautiful views with every step. This afternoon there is an option to visit Antelope Canyon before returning to Page for the evening. Day 4 Start the day with a drive to Monument Valley – one of the world’s most iconic sights. If this landscape dotted with towering sandstone buttes looks familiar to you, it’s no surprise – Monument Valley has been the filming location for many famous Western films. More importantly, this is the native land of the Navajo. When you arrive, you’ll transfer from your vehicle to a 4WD and enjoy a Navajo-guided tour of Monument Valley, where you’ll have the chance to learn more about their rich culture and history in the area before sitting down to a traditional homecooked, family-style Navajo lunch. Continue your journey onto the iconic Grand Canyon for some awe-inspiring walks along the rim. Day 5 This morning it's time to return to Las Vegas, but first we'll make a stop along Historic Route 66. You’ll arrive back in Las Vegas at approximately 4 pm where your adventure will come to an end."
USA,"Zion National Park,Canyonlands National Park,Arches National Park,Capitol Reef National Park",5,5,2367,"Join Southwest Adventure Tours for a 5-day adventure through Utah’s Mighty 5 National Parks: Arches, Bryce Canyon, Canyonlands, Capitol Reef, and Zion, where you’ll witness unique geological formations in Southern Utah. Day 1 begins with an early departure from Las Vegas to Zion National Park (3 hours), where you’ll explore the main canyon and, depending on the time of year, either take a shuttle or drive into the canyon for breathtaking views. Hiking options include Scouts Lookout, Zion Canyon Narrows, or the easy Pa’rus Trail. In the late afternoon, visit the Kolob Canyons for a walk to Timber Creek Overlook. Day 2, head to Canyonlands National Park (4 hours), passing the Hurricane Cliffs and Tushar Mountains. In Canyonlands, explore the Island in the Sky District, including Mesa Arch, Grand Viewpoint, and the Green River Overlook, before heading to Moab for the night. Day 3, start early to explore Arches National Park, known for its natural arches, with stops like Delicate Arch and Balanced Rock. After lunch in Moab, visit Goblin Valley State Park and Capitol Reef National Park, where you can explore Grand Wash Narrows or Hickman Bridge. After a stop at Panoramic Point, retire to Torrey for the night. Day 4, visit more of Capitol Reef, including Cohab Canyon and Cassidy Arch, then drive along Scenic Highway 12, rated one of the most scenic drives in the U.S., passing through Grand Staircase-Escalante National Monument. Visit Bryce Canyon National Park, where you’ll enjoy a short hike to Mossy Cave before spending the night at Ruby’s Inn. Day 5 begins with sunrise at Bryce Point, followed by hikes or leisurely strolls through the Bryce Amphitheater. After lunch, return home, passing through Red Canyon and Zion’s East Section for one final stop before arriving back in Las Vegas."
